,age,gender,year_in_school,major,monthly_income,financial_aid,tuition,housing,food,transportation,books_supplies,entertainment,personal_care,technology,health_wellness,miscellaneous,preferred_payment_method,total_spending,total_income,adjusted_spending,overspending,savings_rate,financial_stress
651,23,Non-binary,Junior,Engineering,2225.6,2782.0,3694,513,148,157,297,104,42,294,154,161,Mobile Payment App,5564,5007.6,5007.6,556.3999999999996,0.0,True
652,18,Non-binary,Senior,Engineering,3152.4,3940.5,5747,995,263,193,246,32,23,152,110,120,Credit/Debit Card,7881,7092.9,7092.9,788.1000000000004,0.0,True
653,23,Male,Freshman,Biology,3026.0,3782.5,5880,630,259,117,113,127,94,126,89,130,Cash,7565,6808.5,6808.5,756.5,0.0,True
654,18,Female,Sophomore,Biology,2839.6000000000004,3549.5,5655,632,176,89,215,57,61,51,56,107,Credit/Debit Card,7099,6389.1,6389.1,709.8999999999996,0.0,True
655,18,Non-binary,Freshman,Economics,3023.2000000000003,3779.0,5568,929,224,108,265,69,22,102,120,151,Credit/Debit Card,7558,6802.200000000001,6802.200000000001,755.7999999999993,0.0,True
656,20,Non-binary,Freshman,Computer Science,2248.8,2811.0,3637,695,191,147,277,23,73,212,188,179,Mobile Payment App,5622,5059.8,5059.8,562.1999999999998,0.0,True
657,18,Non-binary,Senior,Economics,2386.0,2982.5,3975,940,363,153,157,88,98,119,52,20,Credit/Debit Card,5965,5368.5,5368.5,596.5,0.0,True
658,22,Male,Senior,Psychology,2925.6000000000004,3657.0,5381,610,269,71,209,49,83,291,168,183,Credit/Debit Card,7314,6582.6,6582.6,731.3999999999996,0.0,True
659,21,Male,Junior,Computer Science,2057.2000000000003,2571.5,3238,793,380,89,87,135,36,209,92,84,Credit/Debit Card,5143,4628.700000000001,4628.700000000001,514.2999999999993,0.0,True
660,21,Non-binary,Freshman,Economics,1906.4,2383.0,3053,433,355,84,241,89,67,262,141,41,Cash,4766,4289.4,4289.4,476.60000000000036,0.0,True
661,20,Non-binary,Freshman,Biology,2976.8,3721.0,5128,967,152,139,293,96,39,287,184,157,Cash,7442,6697.8,6697.8,744.1999999999998,0.0,True
662,21,Male,Senior,Economics,2193.6,2742.0,3687,722,390,135,81,131,69,124,107,38,Mobile Payment App,5484,4935.6,4935.6,548.3999999999996,0.0,True
663,18,Male,Freshman,Psychology,2096.0,2620.0,3352,838,211,60,278,121,21,108,87,164,Credit/Debit Card,5240,4716.0,4716.0,524.0,0.0,True
664,22,Non-binary,Sophomore,Computer Science,2264.0,2830.0,3997,731,187,93,151,63,55,96,169,118,Credit/Debit Card,5660,5094.0,5094.0,566.0,0.0,True
665,18,Female,Sophomore,Biology,2102.0,2627.5,3394,896,176,86,134,63,52,150,175,129,Mobile Payment App,5255,4729.5,4729.5,525.5,0.0,True
666,22,Male,Senior,Economics,2044.4,2555.5,3461,543,350,101,90,103,24,245,44,150,Credit/Debit Card,5111,4599.9,4599.9,511.10000000000036,0.0,True
667,18,Male,Junior,Biology,2520.4,3150.5,4715,457,264,71,250,127,54,152,91,120,Cash,6301,5670.9,5670.9,630.1000000000004,0.0,True
668,24,Female,Sophomore,Biology,2347.2000000000003,2934.0,4596,464,134,99,167,97,34,77,51,149,Cash,5868,5281.200000000001,5281.200000000001,586.7999999999993,0.0,True
669,21,Female,Sophomore,Economics,2749.6000000000004,3437.0,5303,431,222,103,237,80,56,188,78,176,Credit/Debit Card,6874,6186.6,6186.6,687.3999999999996,0.0,True
670,23,Male,Sophomore,Engineering,2209.6,2762.0,3881,405,381,130,179,106,94,216,82,50,Credit/Debit Card,5524,4971.6,4971.6,552.3999999999996,0.0,True
671,20,Non-binary,Junior,Psychology,2800.0,3500.0,5452,462,191,69,238,93,51,155,187,102,Credit/Debit Card,7000,6300.0,6300.0,700.0,0.0,True
672,24,Male,Senior,Engineering,2460.4,3075.5,4579,425,262,156,72,137,21,282,82,135,Cash,6151,5535.9,5535.9,615.1000000000004,0.0,True
673,25,Male,Junior,Economics,3432.6,3432.6,4195,680,115,182,84,128,26,106,112,93,Credit/Debit Card,5721,6865.2,5721.0,0.0,0.16666666666666666,False
674,25,Non-binary,Junior,Economics,2662.0,3327.5,4676,970,145,168,270,23,39,72,106,186,Mobile Payment App,6655,5989.5,5989.5,665.5,0.0,True
675,19,Male,Junior,Biology,2498.4,3123.0,4540,651,184,102,191,148,67,268,45,50,Mobile Payment App,6246,5621.4,5621.4,624.6000000000004,0.0,True
676,24,Female,Sophomore,Biology,2752.4,3440.5,4726,749,359,163,294,132,20,208,148,82,Mobile Payment App,6881,6192.9,6192.9,688.1000000000004,0.0,True
677,24,Non-binary,Freshman,Computer Science,3139.6000000000004,3924.5,5852,759,271,75,187,77,66,295,196,71,Mobile Payment App,7849,7064.1,7064.1,784.8999999999996,0.0,True
678,22,Female,Freshman,Economics,2138.4,2673.0,3562,771,311,62,265,53,96,112,37,77,Credit/Debit Card,5346,4811.4,4811.4,534.6000000000004,0.0,True
679,20,Non-binary,Junior,Biology,2720.8,3401.0,4758,927,192,119,288,137,59,95,194,33,Credit/Debit Card,6802,6121.8,6121.8,680.1999999999998,0.0,True
680,18,Female,Junior,Computer Science,2990.0,3737.5,5805,914,108,50,206,24,56,54,188,70,Mobile Payment App,7475,6727.5,6727.5,747.5,0.0,True
681,25,Non-binary,Junior,Biology,2244.8,2806.0,4194,473,366,83,156,62,33,86,81,78,Cash,5612,5050.8,5050.8,561.1999999999998,0.0,True
682,18,Female,Sophomore,Psychology,2976.4,3720.5,5923,541,291,111,114,42,49,73,166,131,Cash,7441,6696.9,6696.9,744.1000000000004,0.0,True
683,23,Male,Junior,Biology,2822.8,3528.5,5637,582,148,74,234,27,68,158,81,48,Cash,7057,6351.3,6351.3,705.6999999999998,0.0,True
684,20,Male,Junior,Economics,3082.8,3853.5,5563,974,310,98,167,35,43,298,182,37,Cash,7707,6936.3,6936.3,770.6999999999998,0.0,True
685,19,Female,Freshman,Biology,2625.2000000000003,3281.5,4680,705,159,182,295,132,66,105,185,54,Cash,6563,5906.700000000001,5906.700000000001,656.2999999999993,0.0,True
686,22,Male,Senior,Biology,2299.6,2874.5,3645,967,151,50,232,118,75,182,181,148,Mobile Payment App,5749,5174.1,5174.1,574.8999999999996,0.0,True
687,22,Male,Freshman,Economics,2817.2000000000003,3521.5,5030,663,332,148,251,130,61,187,124,117,Cash,7043,6338.700000000001,6338.700000000001,704.2999999999993,0.0,True
688,24,Male,Freshman,Biology,2269.6,2837.0,3549,921,389,127,146,44,93,224,151,30,Mobile Payment App,5674,5106.6,5106.6,567.3999999999996,0.0,True
689,21,Female,Sophomore,Engineering,2210.4,2763.0,3751,853,149,66,184,35,21,219,176,72,Mobile Payment App,5526,4973.4,4973.4,552.6000000000004,0.0,True
690,25,Male,Freshman,Psychology,2676.4,3345.5,4943,747,200,94,226,142,39,140,95,65,Credit/Debit Card,6691,6021.9,6021.9,669.1000000000004,0.0,True
691,19,Female,Senior,Economics,2142.8,2678.5,3256,936,368,179,165,144,89,52,48,120,Mobile Payment App,5357,4821.3,4821.3,535.6999999999998,0.0,True
692,24,Female,Senior,Engineering,2146.0,2682.5,3609,841,151,190,175,20,97,57,154,71,Cash,5365,4828.5,4828.5,536.5,0.0,True
693,24,Non-binary,Sophomore,Engineering,2101.6,2627.0,3687,554,217,66,188,122,32,169,69,150,Cash,5254,4728.6,4728.6,525.3999999999996,0.0,True
694,25,Non-binary,Senior,Economics,2353.6,2942.0,4288,679,125,98,92,120,39,109,146,188,Cash,5884,5295.6,5295.6,588.3999999999996,0.0,True
695,20,Non-binary,Freshman,Computer Science,2345.2000000000003,2931.5,3748,842,375,96,144,112,47,278,173,48,Mobile Payment App,5863,5276.700000000001,5276.700000000001,586.2999999999993,0.0,True
696,25,Female,Freshman,Computer Science,3070.8,3838.5,5457,978,286,100,237,60,58,206,158,137,Cash,7677,6909.3,6909.3,767.6999999999998,0.0,True
697,18,Non-binary,Senior,Economics,3129.2000000000003,3911.5,5537,996,334,83,288,78,56,105,166,180,Mobile Payment App,7823,7040.700000000001,7040.700000000001,782.2999999999993,0.0,True
698,23,Non-binary,Freshman,Economics,2233.2000000000003,2791.5,3582,692,350,88,298,150,90,248,51,34,Credit/Debit Card,5583,5024.700000000001,5024.700000000001,558.2999999999993,0.0,True
699,19,Non-binary,Sophomore,Computer Science,2192.4,2740.5,3366,940,212,87,121,139,41,298,119,158,Mobile Payment App,5481,4932.9,4932.9,548.1000000000004,0.0,True
700,25,Male,Freshman,Economics,2969.6000000000004,3712.0,5595,841,313,52,219,66,42,92,120,84,Mobile Payment App,7424,6681.6,6681.6,742.3999999999996,0.0,True
701,20,Non-binary,Freshman,Engineering,2718.0,3397.5,4777,904,327,77,112,146,71,97,167,117,Cash,6795,6115.5,6115.5,679.5,0.0,True
702,20,Female,Freshman,Biology,1830.8000000000002,2288.5,3100,524,247,82,201,102,92,103,96,30,Credit/Debit Card,4577,4119.3,4119.3,457.6999999999998,0.0,True
703,21,Male,Junior,Biology,3146.4,3933.0,5934,649,386,146,182,132,48,175,59,155,Credit/Debit Card,7866,7079.4,7079.4,786.6000000000004,0.0,True
704,19,Male,Senior,Economics,2542.8,3178.5,4694,904,158,69,148,60,98,114,40,72,Credit/Debit Card,6357,5721.3,5721.3,635.6999999999998,0.0,True
705,21,Female,Junior,Psychology,3140.8,3926.0,5997,720,289,124,210,35,51,157,101,168,Mobile Payment App,7852,7066.8,7066.8,785.1999999999998,0.0,True
706,22,Female,Sophomore,Psychology,2148.8,2686.0,4144,563,104,191,58,22,97,53,41,99,Cash,5372,4834.8,4834.8,537.1999999999998,0.0,True
707,21,Male,Sophomore,Biology,1945.6000000000001,2432.0,3359,802,124,56,57,41,56,111,62,196,Mobile Payment App,4864,4377.6,4377.6,486.39999999999964,0.0,True
708,20,Male,Freshman,Psychology,2938.4,3673.0,5734,696,284,83,204,63,46,56,125,55,Cash,7346,6611.4,6611.4,734.6000000000004,0.0,True
709,22,Female,Sophomore,Biology,2630.0,3287.5,4724,815,300,120,126,22,93,104,119,152,Cash,6575,5917.5,5917.5,657.5,0.0,True
710,23,Female,Senior,Engineering,2160.0,2700.0,3463,822,317,77,148,91,61,166,133,122,Mobile Payment App,5400,4860.0,4860.0,540.0,0.0,True
711,20,Non-binary,Junior,Psychology,2597.6000000000004,3247.0,4739,465,400,68,190,24,70,246,132,160,Mobile Payment App,6494,5844.6,5844.6,649.3999999999996,0.0,True
712,24,Female,Junior,Computer Science,2744.0,3430.0,4964,780,303,111,199,62,94,193,97,57,Credit/Debit Card,6860,6174.0,6174.0,686.0,0.0,True
713,25,Male,Freshman,Engineering,2125.6,2657.0,4089,444,220,148,114,65,29,136,34,35,Credit/Debit Card,5314,4782.6,4782.6,531.3999999999996,0.0,True
714,23,Non-binary,Freshman,Computer Science,2378.4,2973.0,4461,446,132,165,165,58,99,135,174,111,Cash,5946,5351.4,5351.4,594.6000000000004,0.0,True
715,25,Male,Senior,Engineering,2085.6,2607.0,3444,517,238,110,255,86,77,281,150,56,Credit/Debit Card,5214,4692.6,4692.6,521.3999999999996,0.0,True
716,24,Non-binary,Freshman,Computer Science,2480.4,3100.5,4797,413,139,167,165,75,57,219,126,43,Mobile Payment App,6201,5580.9,5580.9,620.1000000000004,0.0,True
717,23,Female,Sophomore,Biology,1816.8000000000002,2271.0,3033,514,300,122,137,40,61,170,65,100,Cash,4542,4087.8,4087.8,454.1999999999998,0.0,True
718,20,Female,Senior,Engineering,2925.2000000000003,3656.5,5819,507,269,119,228,99,49,55,115,53,Mobile Payment App,7313,6581.700000000001,6581.700000000001,731.2999999999993,0.0,True
719,21,Male,Freshman,Psychology,2896.8,3621.0,5467,684,280,131,186,103,85,91,89,126,Mobile Payment App,7242,6517.8,6517.8,724.1999999999998,0.0,True
720,24,Male,Sophomore,Economics,2223.6,2779.5,3512,796,399,199,79,54,86,206,99,129,Cash,5559,5003.1,5003.1,555.8999999999996,0.0,True
721,20,Non-binary,Freshman,Biology,2403.6,3004.5,4230,798,319,60,90,101,24,147,70,170,Credit/Debit Card,6009,5408.1,5408.1,600.8999999999996,0.0,True
722,25,Non-binary,Freshman,Biology,2762.0,3452.5,5307,472,345,61,190,119,69,235,67,40,Mobile Payment App,6905,6214.5,6214.5,690.5,0.0,True
723,21,Female,Junior,Biology,3204.8,4006.0,5961,774,334,193,105,83,46,166,200,150,Cash,8012,7210.8,7210.8,801.1999999999998,0.0,True
724,25,Male,Senior,Biology,1957.6000000000001,2447.0,3130,736,140,68,150,99,33,288,51,199,Credit/Debit Card,4894,4404.6,4404.6,489.39999999999964,0.0,True
725,21,Male,Junior,Economics,2913.2000000000003,3641.5,5610,510,192,123,248,57,28,252,141,122,Cash,7283,6554.700000000001,6554.700000000001,728.2999999999993,0.0,True
726,18,Male,Senior,Computer Science,2186.8,2733.5,3014,944,320,165,232,96,73,298,142,183,Cash,5467,4920.3,4920.3,546.6999999999998,0.0,True
727,20,Male,Sophomore,Economics,2100.0,2625.0,3088,966,371,66,227,117,32,245,55,83,Mobile Payment App,5250,4725.0,4725.0,525.0,0.0,True
728,25,Non-binary,Sophomore,Biology,2582.0,3227.5,4879,420,231,126,248,74,32,172,80,193,Mobile Payment App,6455,5809.5,5809.5,645.5,0.0,True
729,21,Female,Junior,Computer Science,2252.0,2815.0,3534,799,259,100,254,93,66,279,191,55,Credit/Debit Card,5630,5067.0,5067.0,563.0,0.0,True
730,18,Male,Freshman,Engineering,2245.6,2807.0,3744,706,174,80,284,90,61,228,66,181,Mobile Payment App,5614,5052.6,5052.6,561.3999999999996,0.0,True
731,22,Female,Junior,Biology,1802.0,2252.5,3318,460,132,159,59,88,38,87,88,76,Cash,4505,4054.5,4054.5,450.5,0.0,True
732,22,Non-binary,Junior,Computer Science,2884.4,3605.5,5729,455,115,117,74,129,93,154,155,190,Credit/Debit Card,7211,6489.9,6489.9,721.1000000000004,0.0,True
733,24,Non-binary,Freshman,Psychology,2134.0,2667.5,3521,821,128,50,135,96,67,182,139,196,Credit/Debit Card,5335,4801.5,4801.5,533.5,0.0,True
734,21,Female,Junior,Computer Science,2139.6,2674.5,3640,834,219,57,71,89,39,241,66,93,Cash,5349,4814.1,4814.1,534.8999999999996,0.0,True
735,25,Non-binary,Sophomore,Engineering,2393.2000000000003,2991.5,4017,840,179,189,230,128,74,157,38,131,Mobile Payment App,5983,5384.700000000001,5384.700000000001,598.2999999999993,0.0,True
736,24,Female,Junior,Computer Science,2510.8,3138.5,4213,726,332,144,289,92,24,195,135,127,Cash,6277,5649.3,5649.3,627.6999999999998,0.0,True
737,22,Male,Freshman,Psychology,2366.8,2958.5,4216,978,114,103,58,123,72,114,76,63,Credit/Debit Card,5917,5325.3,5325.3,591.6999999999998,0.0,True
738,25,Male,Sophomore,Biology,3020.4,3775.5,5975,520,317,121,115,47,89,241,45,81,Mobile Payment App,7551,6795.9,6795.9,755.1000000000004,0.0,True
739,18,Male,Junior,Engineering,1928.0,2410.0,3075,881,165,166,260,23,32,135,49,34,Cash,4820,4338.0,4338.0,482.0,0.0,True
740,23,Non-binary,Senior,Engineering,2547.2000000000003,3184.0,4359,987,364,176,67,74,52,56,166,67,Credit/Debit Card,6368,5731.200000000001,5731.200000000001,636.7999999999993,0.0,True
741,20,Female,Senior,Biology,2520.0,3150.0,4647,648,261,151,78,55,31,222,135,72,Credit/Debit Card,6300,5670.0,5670.0,630.0,0.0,True
742,22,Male,Sophomore,Economics,2620.0,3275.0,5142,473,298,164,139,45,67,77,32,113,Cash,6550,5895.0,5895.0,655.0,0.0,True
743,19,Female,Junior,Economics,2703.2000000000003,3379.0,4790,885,109,57,293,70,90,267,164,33,Cash,6758,6082.200000000001,6082.200000000001,675.7999999999993,0.0,True
744,25,Male,Senior,Engineering,2081.6,2602.0,3467,484,286,132,291,138,48,155,162,41,Credit/Debit Card,5204,4683.6,4683.6,520.3999999999996,0.0,True
745,18,Non-binary,Freshman,Computer Science,2732.0,3415.0,5055,814,273,55,140,134,61,131,128,39,Mobile Payment App,6830,6147.0,6147.0,683.0,0.0,True
746,25,Non-binary,Sophomore,Psychology,2582.0,3227.5,4595,578,338,122,165,25,87,275,176,94,Credit/Debit Card,6455,5809.5,5809.5,645.5,0.0,True
747,18,Female,Junior,Biology,2728.4,3410.5,5031,701,242,183,249,103,79,107,74,52,Credit/Debit Card,6821,6138.9,6138.9,682.1000000000004,0.0,True
748,19,Non-binary,Junior,Engineering,2115.6,2644.5,3603,452,372,162,177,29,66,243,30,155,Credit/Debit Card,5289,4760.1,4760.1,528.8999999999996,0.0,True
749,25,Non-binary,Sophomore,Computer Science,2188.8,2736.0,3449,779,243,153,281,108,52,70,145,192,Credit/Debit Card,5472,4924.8,4924.8,547.1999999999998,0.0,True
750,22,Male,Junior,Engineering,2917.2000000000003,3646.5,5299,892,153,173,199,32,84,289,126,46,Cash,7293,6563.700000000001,6563.700000000001,729.2999999999993,0.0,True
751,23,Female,Freshman,Computer Science,2960.4,3700.5,5323,898,204,187,215,113,81,212,111,57,Credit/Debit Card,7401,6660.9,6660.9,740.1000000000004,0.0,True
752,22,Non-binary,Junior,Engineering,2299.6,2874.5,3720,823,277,186,275,141,61,167,65,34,Cash,5749,5174.1,5174.1,574.8999999999996,0.0,True
753,23,Non-binary,Senior,Biology,3629.4,3629.4,3827,904,321,138,147,114,33,198,188,179,Cash,6049,7258.8,6049.0,0.0,0.16666666666666669,False
754,24,Non-binary,Junior,Psychology,2361.2000000000003,2951.5,4035,818,355,103,257,35,47,56,149,48,Credit/Debit Card,5903,5312.700000000001,5312.700000000001,590.2999999999993,0.0,True
755,22,Female,Sophomore,Biology,2607.2000000000003,3259.0,4894,426,329,191,175,29,34,113,156,171,Cash,6518,5866.200000000001,5866.200000000001,651.7999999999993,0.0,True
756,20,Female,Freshman,Biology,2511.2000000000003,3139.0,4125,969,194,196,228,81,68,120,112,185,Credit/Debit Card,6278,5650.200000000001,5650.200000000001,627.7999999999993,0.0,True
757,23,Male,Sophomore,Engineering,2347.2000000000003,2934.0,4401,631,224,100,72,73,28,98,101,140,Credit/Debit Card,5868,5281.200000000001,5281.200000000001,586.7999999999993,0.0,True
758,22,Non-binary,Sophomore,Biology,1988.8000000000002,2486.0,3199,565,151,71,270,78,98,291,124,125,Mobile Payment App,4972,4474.8,4474.8,497.1999999999998,0.0,True
759,21,Non-binary,Junior,Biology,2978.4,3723.0,5775,773,267,100,252,32,26,97,42,82,Credit/Debit Card,7446,6701.4,6701.4,744.6000000000004,0.0,True
760,23,Non-binary,Sophomore,Biology,2318.8,2898.5,3714,905,223,168,262,124,31,123,58,189,Cash,5797,5217.3,5217.3,579.6999999999998,0.0,True
761,25,Non-binary,Freshman,Biology,2172.8,2716.0,3335,742,395,154,245,130,73,178,100,80,Credit/Debit Card,5432,4888.8,4888.8,543.1999999999998,0.0,True
762,18,Non-binary,Junior,Engineering,2865.6000000000004,3582.0,5507,738,144,131,213,53,38,156,137,47,Cash,7164,6447.6,6447.6,716.3999999999996,0.0,True
763,24,Female,Freshman,Engineering,2475.6000000000004,3094.5,4126,859,333,196,124,109,49,185,179,29,Cash,6189,5570.1,5570.1,618.8999999999996,0.0,True
764,19,Female,Freshman,Computer Science,2421.6,3027.0,4432,627,110,185,226,25,34,90,190,135,Credit/Debit Card,6054,5448.6,5448.6,605.3999999999996,0.0,True
765,21,Non-binary,Junior,Psychology,2498.4,3123.0,4104,862,312,180,241,70,90,84,182,121,Cash,6246,5621.4,5621.4,624.6000000000004,0.0,True
766,18,Non-binary,Sophomore,Psychology,2187.6,2734.5,3744,498,375,128,185,63,97,298,45,36,Cash,5469,4922.1,4922.1,546.8999999999996,0.0,True
767,21,Male,Sophomore,Economics,2373.6,2967.0,4154,937,157,164,246,25,29,99,46,77,Credit/Debit Card,5934,5340.6,5340.6,593.3999999999996,0.0,True
768,24,Non-binary,Junior,Biology,3839.3999999999996,3839.3999999999996,4329,934,393,68,77,33,96,235,48,186,Mobile Payment App,6399,7678.799999999999,6399.0,0.0,0.16666666666666657,False
769,20,Male,Senior,Psychology,2564.4,3205.5,4975,775,106,86,84,22,68,84,39,172,Mobile Payment App,6411,5769.9,5769.9,641.1000000000004,0.0,True
770,20,Female,Sophomore,Biology,1987.6000000000001,2484.5,3376,461,130,175,231,135,37,59,197,168,Credit/Debit Card,4969,4472.1,4472.1,496.89999999999964,0.0,True
771,22,Non-binary,Freshman,Psychology,2198.8,2748.5,3548,682,382,69,268,62,95,251,118,22,Credit/Debit Card,5497,4947.3,4947.3,549.6999999999998,0.0,True
772,19,Non-binary,Senior,Computer Science,3194.0,3992.5,5976,605,372,82,296,39,42,287,153,133,Credit/Debit Card,7985,7186.5,7186.5,798.5,0.0,True
773,19,Male,Sophomore,Biology,2345.2000000000003,2931.5,3779,482,306,161,281,150,76,265,170,193,Mobile Payment App,5863,5276.700000000001,5276.700000000001,586.2999999999993,0.0,True
774,25,Male,Sophomore,Engineering,2388.8,2986.0,3653,809,373,147,246,78,36,275,158,197,Credit/Debit Card,5972,5374.8,5374.8,597.1999999999998,0.0,True
775,23,Male,Junior,Economics,2755.6000000000004,3444.5,5452,503,218,83,93,72,65,170,89,144,Cash,6889,6200.1,6200.1,688.8999999999996,0.0,True
776,22,Non-binary,Junior,Biology,2102.4,2628.0,3362,719,359,69,253,145,48,159,63,79,Credit/Debit Card,5256,4730.4,4730.4,525.6000000000004,0.0,True
777,21,Non-binary,Sophomore,Psychology,2354.4,2943.0,3624,908,371,73,222,103,41,283,152,109,Cash,5886,5297.4,5297.4,588.6000000000004,0.0,True
778,22,Male,Freshman,Computer Science,2696.0,3370.0,4743,893,356,126,255,20,65,62,195,25,Credit/Debit Card,6740,6066.0,6066.0,674.0,0.0,True
779,23,Non-binary,Sophomore,Engineering,2858.0,3572.5,5824,413,278,130,91,88,60,152,82,27,Cash,7145,6430.5,6430.5,714.5,0.0,True
780,21,Female,Freshman,Economics,2485.2000000000003,3106.5,4642,494,395,92,56,104,66,98,131,135,Mobile Payment App,6213,5591.700000000001,5591.700000000001,621.2999999999993,0.0,True
781,23,Male,Freshman,Psychology,2266.8,2833.5,3501,960,344,103,239,63,95,146,31,185,Mobile Payment App,5667,5100.3,5100.3,566.6999999999998,0.0,True
782,24,Non-binary,Junior,Biology,2600.0,3250.0,4634,685,252,128,268,107,74,139,190,23,Credit/Debit Card,6500,5850.0,5850.0,650.0,0.0,True
783,25,Non-binary,Senior,Biology,2807.6000000000004,3509.5,4770,941,286,104,274,100,21,199,136,188,Credit/Debit Card,7019,6317.1,6317.1,701.8999999999996,0.0,True
784,22,Male,Sophomore,Biology,2629.2000000000003,3286.5,4825,793,370,115,87,93,36,102,111,41,Credit/Debit Card,6573,5915.700000000001,5915.700000000001,657.2999999999993,0.0,True
785,21,Female,Junior,Engineering,2455.6,3069.5,4125,832,313,123,187,134,62,61,200,102,Cash,6139,5525.1,5525.1,613.8999999999996,0.0,True
786,20,Female,Senior,Computer Science,2079.6,2599.5,3471,538,249,127,224,72,76,90,169,183,Credit/Debit Card,5199,4679.1,4679.1,519.8999999999996,0.0,True
787,24,Male,Junior,Psychology,2684.4,3355.5,4629,958,284,107,256,129,85,172,46,45,Mobile Payment App,6711,6039.9,6039.9,671.1000000000004,0.0,True
788,25,Male,Sophomore,Economics,2241.6,2802.0,3830,405,343,159,226,98,24,197,162,160,Mobile Payment App,5604,5043.6,5043.6,560.3999999999996,0.0,True
789,21,Female,Sophomore,Psychology,2962.8,3703.5,5497,832,136,66,241,123,66,256,137,53,Credit/Debit Card,7407,6666.3,6666.3,740.6999999999998,0.0,True
790,25,Non-binary,Sophomore,Psychology,2515.6000000000004,3144.5,4547,670,359,148,192,38,56,162,31,86,Credit/Debit Card,6289,5660.1,5660.1,628.8999999999996,0.0,True
791,20,Male,Senior,Psychology,2346.0,2932.5,4309,699,262,117,136,24,67,113,93,45,Mobile Payment App,5865,5278.5,5278.5,586.5,0.0,True
792,18,Non-binary,Senior,Psychology,3027.2000000000003,3784.0,5450,957,360,77,112,22,50,265,183,92,Mobile Payment App,7568,6811.200000000001,6811.200000000001,756.7999999999993,0.0,True
793,19,Male,Sophomore,Computer Science,2117.6,2647.0,3465,645,316,58,186,120,54,196,135,119,Mobile Payment App,5294,4764.6,4764.6,529.3999999999996,0.0,True
794,22,Female,Freshman,Psychology,2773.2000000000003,3466.5,4796,749,304,167,82,142,100,271,169,153,Credit/Debit Card,6933,6239.700000000001,6239.700000000001,693.2999999999993,0.0,True
795,25,Female,Junior,Engineering,2881.2000000000003,3601.5,5451,734,205,91,73,95,71,217,126,140,Mobile Payment App,7203,6482.700000000001,6482.700000000001,720.2999999999993,0.0,True
796,21,Male,Junior,Psychology,2568.4,3210.5,4836,594,375,53,256,55,41,50,126,35,Cash,6421,5778.9,5778.9,642.1000000000004,0.0,True
797,25,Non-binary,Senior,Computer Science,3086.8,3858.5,5885,809,233,167,171,83,60,94,61,154,Cash,7717,6945.3,6945.3,771.6999999999998,0.0,True
798,22,Male,Junior,Biology,2876.8,3596.0,5489,456,343,157,177,123,75,77,156,139,Credit/Debit Card,7192,6472.8,6472.8,719.1999999999998,0.0,True
799,23,Non-binary,Junior,Economics,2646.8,3308.5,4911,437,398,134,299,69,55,156,35,123,Mobile Payment App,6617,5955.3,5955.3,661.6999999999998,0.0,True
800,22,Non-binary,Senior,Computer Science,1831.2,2289.0,3008,417,236,75,136,131,60,243,156,116,Credit/Debit Card,4578,4120.2,4120.2,457.8000000000002,0.0,True
801,22,Non-binary,Senior,Computer Science,3178.8,3973.5,5886,962,163,129,149,35,92,251,166,114,Cash,7947,7152.3,7152.3,794.6999999999998,0.0,True
802,23,Male,Senior,Engineering,2528.8,3161.0,4651,622,242,90,98,103,77,138,111,190,Cash,6322,5689.8,5689.8,632.1999999999998,0.0,True
803,24,Female,Sophomore,Computer Science,2134.0,2667.5,3482,835,206,128,153,137,77,115,67,135,Mobile Payment App,5335,4801.5,4801.5,533.5,0.0,True
804,25,Non-binary,Sophomore,Biology,2849.2000000000003,3561.5,5035,797,291,171,283,89,26,238,74,119,Cash,7123,6410.700000000001,6410.700000000001,712.2999999999993,0.0,True
805,23,Male,Junior,Biology,2218.0,2772.5,3729,607,326,156,251,138,45,204,30,59,Mobile Payment App,5545,4990.5,4990.5,554.5,0.0,True
806,19,Male,Junior,Computer Science,2666.4,3333.0,4650,853,203,180,230,33,55,297,43,122,Credit/Debit Card,6666,5999.4,5999.4,666.6000000000004,0.0,True
807,25,Non-binary,Senior,Engineering,2212.4,2765.5,3811,664,121,115,239,126,48,121,172,114,Mobile Payment App,5531,4977.9,4977.9,553.1000000000004,0.0,True
808,23,Non-binary,Senior,Engineering,2564.8,3206.0,4935,505,268,181,194,79,60,71,54,65,Mobile Payment App,6412,5770.8,5770.8,641.1999999999998,0.0,True
809,19,Male,Sophomore,Psychology,2685.2000000000003,3356.5,4935,688,129,143,112,130,89,209,197,81,Cash,6713,6041.700000000001,6041.700000000001,671.2999999999993,0.0,True
810,24,Female,Junior,Engineering,2781.2000000000003,3476.5,4865,756,274,181,260,141,47,237,125,67,Cash,6953,6257.700000000001,6257.700000000001,695.2999999999993,0.0,True
811,19,Male,Freshman,Biology,2061.2000000000003,2576.5,3321,836,277,92,108,27,67,251,87,87,Mobile Payment App,5153,4637.700000000001,4637.700000000001,515.2999999999993,0.0,True
812,20,Non-binary,Freshman,Economics,2267.6,2834.5,4227,505,142,144,264,20,64,195,34,74,Cash,5669,5102.1,5102.1,566.8999999999996,0.0,True
813,24,Male,Junior,Economics,2868.0,3585.0,5084,773,335,118,297,83,88,100,133,159,Credit/Debit Card,7170,6453.0,6453.0,717.0,0.0,True
